#faceId	imagePath	faceRect.x	faceRect.y	faceRect.w	faceRect.h
55568	flickr/0/image01181.jpg	175	68	188	188
55569	flickr/0/image01182.jpg	83	125	150	150
55570	flickr/0/image01184.jpg	59	107	222	222
55571	flickr/0/image01189.jpg	109	80	163	163
55572	flickr/0/image01190.jpg	101	62	168	168
55573	flickr/0/image01191.jpg	105	106	89	89
55574	flickr/0/image01196.jpg	133	65	178	178
55575	flickr/0/image01198.jpg	29	97	411	411
55576	flickr/0/image01200.jpg	20	104	226	226
55577	flickr/0/image01202.jpg	107	54	63	63
55578	flickr/0/image01205.jpg	54	83	171	171
55579	flickr/0/image01210.jpg	92	96	143	143
55580	flickr/0/image01212.jpg	85	205	166	166
55581	flickr/0/image01215.jpg	156	111	188	188
55582	flickr/0/image01217.jpg	104	104	208	208
55583	flickr/0/image01218.jpg	113	60	197	197
55584	flickr/0/image01224.jpg	106	81	115	115
55585	flickr/0/image01226.jpg	0	143	269	269
55586	flickr/0/image01230.jpg	104	96	109	109
55587	flickr/0/image01232.jpg	-143	246	780	780
55588	flickr/0/image01233.jpg	-27	103	276	276
55589	flickr/0/image01240.jpg	106	144	146	146
55590	flickr/0/image01247.jpg	162	139	77	77
55591	flickr/0/image01249.jpg	85	158	305	305
55592	flickr/0/image01251.jpg	35	122	263	263
55593	flickr/0/image01253.jpg	128	166	76	76
55594	flickr/0/image01258.jpg	106	62	116	116
55595	flickr/0/image01260.jpg	166	137	52	52
55596	flickr/0/image01266.jpg	158	140	51	51
55597	flickr/0/image01268.jpg	149	145	292	292
55598	flickr/0/image01272.jpg	88	107	114	114
55599	flickr/0/image01276.jpg	145	87	101	101
55600	flickr/0/image01280.jpg	589	157	340	340
55601	flickr/0/image01282.jpg	126	106	164	164
55602	flickr/0/image01286.jpg	161	393	216	216
55603	flickr/0/image01288.jpg	139	90	97	97
55604	flickr/0/image01290.jpg	176	85	169	169
55605	flickr/0/image01292.jpg	326	166	298	298
55606	flickr/0/image01296.jpg	209	43	153	153
55607	flickr/0/image01298.jpg	92	166	312	312
55608	flickr/0/image01300.jpg	141	55	176	176
55609	flickr/0/image01302.jpg	88	155	57	57
55610	flickr/0/image01306.jpg	139	61	90	90
55612	flickr/0/image01312.jpg	150	61	82	82
55613	flickr/0/image01314.jpg	162	186	31	31
55614	flickr/0/image01317.jpg	123	75	146	146
55615	flickr/0/image01319.jpg	112	114	109	109
55616	flickr/0/image01322.jpg	246	91	141	141
55617	flickr/0/image01324.jpg	126	110	96	96
55618	flickr/0/image01328.jpg	126	133	129	129
55619	flickr/0/image01329.jpg	-272	679	1613	1613
55620	flickr/0/image01331.jpg	274	83	176	176
55621	flickr/0/image01333.jpg	188	100	115	115
55622	flickr/0/image01334.jpg	61	171	244	244
55623	flickr/0/image01338.jpg	188	73	148	148
55624	flickr/0/image01340.jpg	173	99	105	105
55625	flickr/0/image01342.jpg	172	84	179	179
55626	flickr/0/image01346.jpg	226	121	58	58
55627	flickr/0/image01350.jpg	223	120	63	63
55628	flickr/0/image01352.jpg	166	85	52	52
55629	flickr/0/image01360.jpg	111	76	124	124
55630	flickr/0/image01368.jpg	150	86	99	99
55631	flickr/0/image01375.jpg	216	217	57	57
55632	flickr/0/image01376.jpg	115	209	175	175
55633	flickr/0/image01380.jpg	311	63	106	106
55635	flickr/0/image01391.jpg	166	180	45	45
55636	flickr/0/image01395.jpg	108	112	85	85
55637	flickr/0/image01396.jpg	73	83	175	175
55638	flickr/0/image01397.jpg	188	67	122	122
55639	flickr/0/image01400.jpg	112	169	112	112
55640	flickr/0/image01401.jpg	171	135	98	98
55643	flickr/0/image01404.jpg	105	87	83	83
55644	flickr/0/image01406.jpg	96	128	289	289
55645	flickr/0/image01407.jpg	124	62	95	95
55646	flickr/0/image01410.jpg	111	24	88	88
55647	flickr/0/image01414.jpg	73	102	96	96
55648	flickr/0/image01417.jpg	128	115	51	51
55649	flickr/0/image01421.jpg	115	151	57	57
55650	flickr/0/image01427.jpg	122	130	92	92
55651	flickr/0/image01431.jpg	96	258	64	64
55652	flickr/0/image01431.jpg	493	208	83	83
55653	flickr/0/image01433.jpg	116	135	103	103
55654	flickr/0/image01438.jpg	386	108	57	57
55656	flickr/0/image01453.jpg	111	276	95	95
55657	flickr/0/image01453.jpg	295	158	139	139
55658	flickr/0/image01453.jpg	360	104	231	231
55659	flickr/0/image01460.jpg	305	140	147	147
55660	flickr/0/image01466.jpg	100	102	141	141
55661	flickr/0/image01467.jpg	69	114	172	172
55662	flickr/0/image01469.jpg	82	191	199	199
55663	flickr/0/image01470.jpg	71	218	207	207
55664	flickr/0/image01471.jpg	72	184	196	196
55665	flickr/0/image01472.jpg	93	204	205	205
55666	flickr/0/image01475.jpg	109	193	180	180
55667	flickr/0/image01476.jpg	90	205	205	205
55668	flickr/0/image01479.jpg	85	207	189	189
55669	flickr/0/image01480.jpg	96	196	179	179
55670	flickr/0/image01483.jpg	465	79	61	61
55671	flickr/0/image01483.jpg	161	87	57	57
55672	flickr/0/image01483.jpg	635	108	70	70
55675	flickr/2/image01496.jpg	161	80	71	71
55676	flickr/0/image01503.jpg	639	613	1608	1608
55677	flickr/0/image01503.jpg	1505	740	1672	1672
55678	flickr/0/image01507.jpg	337	172	52	52
55679	flickr/0/image01507.jpg	479	230	34	34
55680	flickr/0/image01514.jpg	331	-23	162	162
55681	flickr/0/image01540.jpg	572	139	40	40
55682	flickr/0/image01540.jpg	362	133	42	42
55683	flickr/0/image01540.jpg	228	142	33	33
55684	flickr/0/image01565.jpg	73	263	260	260
55685	flickr/0/image01565.jpg	302	257	270	270
55686	flickr/0/image01565.jpg	593	211	243	243
55687	flickr/3/image01574.jpg	150	89	162	162
55688	flickr/0/image01576.jpg	82	131	189	189
55689	flickr/0/image01586.jpg	117	161	239	239
55690	flickr/0/image01605.jpg	432	812	1693	1693
55691	flickr/0/image01621.jpg	897	1425	898	898
55692	flickr/0/image01622.jpg	102	58	171	171
55693	flickr/0/image01623.jpg	301	51	100	100
55694	flickr/0/image01629.jpg	174	99	201	201
55695	flickr/2/image01630.jpg	27	213	72	72
55696	flickr/2/image01630.jpg	141	103	95	95
55698	flickr/2/image01630.jpg	219	262	119	119
55699	flickr/0/image01644.jpg	165	67	81	81
55700	flickr/0/image01645.jpg	210	59	132	132
55701	flickr/0/image01646.jpg	136	52	115	115
55702	flickr/0/image01647.jpg	132	61	100	100
55704	flickr/0/image01655.jpg	222	76	185	185
55705	flickr/0/image01682.jpg	-510	-417	2170	2170
55706	flickr/0/image01693.jpg	116	63	145	145
55707	flickr/0/image01698.jpg	-81	990	1092	1092
55708	flickr/0/image01698.jpg	1691	1446	1102	1102
55709	flickr/0/image01698.jpg	1427	-103	1048	1048
55710	flickr/0/image01717.jpg	352	306	377	377
55711	flickr/0/image01720.jpg	119	-5	329	329
55712	flickr/0/image01732.jpg	169	64	172	172
55713	flickr/0/image01744.jpg	196	131	49	49
55714	flickr/0/image01745.jpg	933	1032	821	821
55715	flickr/0/image01762.jpg	152	361	530	530
55716	flickr/0/image01765.jpg	332	89	93	93
55717	flickr/0/image01770.jpg	163	54	98	98
55718	flickr/0/image01775.jpg	91	154	244	244
55719	flickr/0/image01780.jpg	175	140	92	92
55721	flickr/0/image01798.jpg	165	61	266	266
55722	flickr/0/image01802.jpg	80	165	205	205
55723	flickr/0/image01807.jpg	102	138	127	127
55724	flickr/0/image01808.jpg	127	167	257	257
55725	flickr/0/image01809.jpg	-323	-25	1664	1664
55726	flickr/0/image01811.jpg	53	100	163	163
55727	flickr/0/image01812.jpg	1087	991	1072	1072
55728	flickr/0/image01814.jpg	214	94	59	59
55729	flickr/0/image01830.jpg	59	10	366	366
55730	flickr/0/image01831.jpg	34	-17	178	178
55731	flickr/0/image01831.jpg	287	-12	181	181
55732	flickr/0/image01860.jpg	51	115	209	209
55733	flickr/0/image01873.jpg	361	143	456	456
55734	flickr/0/image01887.jpg	7	110	290	290
55735	flickr/0/image01894.jpg	230	87	253	253
55736	flickr/0/image01896.jpg	77	242	139	139
55737	flickr/0/image01896.jpg	322	220	149	149
55738	flickr/0/image01896.jpg	531	291	118	118
55739	flickr/0/image01901.jpg	117	95	73	73
55740	flickr/0/image01902.jpg	47	111	211	211
55741	flickr/0/image01920.jpg	207	260	313	313
55742	flickr/0/image01921.jpg	256	172	256	256
55743	flickr/0/image01922.jpg	188	94	189	189
55744	flickr/0/image01925.jpg	102	148	172	172
55745	flickr/0/image01928.jpg	153	79	192	192
55746	flickr/0/image01932.jpg	40	154	288	288
55747	flickr/0/image01933.jpg	31	171	245	245
55748	flickr/0/image01934.jpg	184	283	122	122
55749	flickr/0/image01936.jpg	45	130	136	136
55750	flickr/0/image01940.jpg	443	387	166	166
55751	flickr/0/image01951.jpg	120	84	65	65
55752	flickr/0/image01951.jpg	258	58	71	71
55753	flickr/0/image01953.jpg	156	76	41	41
55754	flickr/0/image01956.jpg	132	79	72	72
55755	flickr/0/image01958.jpg	152	87	37	37
55756	flickr/0/image01971.jpg	131	108	253	253
55757	flickr/0/image01973.jpg	174	99	139	139
55758	flickr/0/image01974.jpg	138	89	57	57
55761	flickr/0/image01980.jpg	105	116	97	97
55762	flickr/0/image01981.jpg	136	107	115	115
55763	flickr/0/image01982.jpg	96	116	78	78
55764	flickr/0/image01983.jpg	3	100	608	608
55765	flickr/0/image01984.jpg	317	236	696	696
55766	flickr/0/image01991.jpg	33	169	229	229
55767	flickr/0/image01996.jpg	63	123	188	188
55768	flickr/0/image02011.jpg	79	102	95	95
55769	flickr/0/image02011.jpg	323	87	121	121
55770	flickr/0/image02012.jpg	122	140	172	172
55771	flickr/0/image02014.jpg	94	93	76	76
55772	flickr/0/image02023.jpg	180	60	166	166
55773	flickr/0/image02024.jpg	91	60	251	251
55774	flickr/0/image02026.jpg	167	26	150	150
55775	flickr/0/image02027.jpg	59	-39	263	263
55776	flickr/0/image02028.jpg	137	53	238	238
55777	flickr/0/image02029.jpg	144	0	73	73
55778	flickr/0/image02030.jpg	129	11	74	74
55779	flickr/0/image02031.jpg	114	26	295	295
55780	flickr/0/image02034.jpg	203	99	116	116
55781	flickr/0/image02035.jpg	173	85	59	59
55782	flickr/0/image02036.jpg	166	117	76	76
55783	flickr/0/image02037.jpg	61	111	159	159
55784	flickr/0/image02039.jpg	-53	18	752	752
55785	flickr/0/image02043.jpg	305	192	122	122
55786	flickr/0/image02044.jpg	361	116	106	106
55787	flickr/0/image02049.jpg	36	119	229	229
55788	flickr/0/image02051.jpg	34	79	232	232
55789	flickr/0/image02054.jpg	288	143	270	270
55790	flickr/3/image02057.jpg	13	102	70	70
55793	flickr/0/image02058.jpg	348	105	220	220
55794	flickr/0/image02058.jpg	287	436	86	86
55795	flickr/0/image02059.jpg	1849	503	1259	1259
55796	flickr/0/image02072.jpg	347	66	63	63
55797	flickr/0/image02073.jpg	217	262	65	65
55798	flickr/0/image02076.jpg	109	42	74	74
55799	flickr/0/image02079.jpg	173	179	88	88
55800	flickr/0/image02080.jpg	179	251	68	68
55803	flickr/0/image02083.jpg	261	65	63	63
55804	flickr/0/image02112.jpg	311	539	801	801
55805	flickr/0/image02117.jpg	456	818	595	595
55806	flickr/0/image02121.jpg	102	84	258	258
55807	flickr/0/image02128.jpg	141	98	143	143
55808	flickr/0/image02136.jpg	28	-24	211	211
55809	flickr/0/image02136.jpg	78	136	189	189
55810	flickr/0/image02136.jpg	285	55	151	151
55811	flickr/0/image02136.jpg	371	200	127	127
55812	flickr/0/image02145.jpg	155	144	431	431
55813	flickr/0/image02147.jpg	169	8	63	63
55814	flickr/0/image02152.jpg	183	127	102	102
55815	flickr/0/image02156.jpg	212	34	506	506
55816	flickr/0/image02165.jpg	503	62	452	452
55817	flickr/0/image02171.jpg	142	65	91	91
55818	flickr/0/image02176.jpg	127	133	237	237
55819	flickr/0/image02178.jpg	179	87	159	159
55820	flickr/0/image02183.jpg	159	168	140	140
55821	flickr/0/image02194.jpg	86	63	117	117
55822	flickr/0/image02195.jpg	285	218	315	315
55823	flickr/0/image02195.jpg	626	140	387	387
55824	flickr/0/image02197.jpg	252	30	97	97
55825	flickr/0/image02199.jpg	157	261	248	248
55826	flickr/0/image02202.jpg	297	160	92	92
55827	flickr/2/image02203.jpg	310	206	116	116
55829	flickr/0/image02208.jpg	83	45	122	122
55832	flickr/0/image02214.jpg	147	244	71	71
55833	flickr/0/image02215.jpg	190	92	116	116
55834	flickr/2/image02216.jpg	225	185	243	243
55835	flickr/0/image02217.jpg	218	188	128	128
55836	flickr/0/image02218.jpg	215	98	71	71
55837	flickr/0/image02219.jpg	195	39	56	56
55838	flickr/0/image02234.jpg	237	95	109	109
55839	flickr/0/image02239.jpg	208	117	76	76
55840	flickr/0/image02245.jpg	191	120	133	133
55841	flickr/0/image02254.jpg	598	175	1634	1634
55842	flickr/0/image02256.jpg	-356	581	3172	3172
55843	flickr/0/image02259.jpg	234	523	2200	2200
55844	flickr/0/image02267.jpg	46	125	252	252
55845	flickr/0/image02271.jpg	386	584	677	677
55846	flickr/0/image02271.jpg	1777	584	674	674
55847	flickr/0/image02273.jpg	127	117	181	181
55849	flickr/0/image02283.jpg	48	131	263	263
55850	flickr/0/image02284.jpg	870	264	695	695
55851	flickr/0/image02285.jpg	673	327	561	561
55852	flickr/3/image02298.jpg	237	41	241	241
55853	flickr/0/image02307.jpg	429	256	784	784
55854	flickr/0/image02308.jpg	428	196	918	918
55855	flickr/0/image02312.jpg	-43	19	421	421
55856	flickr/0/image02313.jpg	27	76	289	289
55858	flickr/3/image02317.jpg	225	50	90	90
55859	flickr/0/image02322.jpg	128	210	644	644
55860	flickr/0/image02332.jpg	312	48	63	63
55861	flickr/0/image02339.jpg	98	68	156	156
55862	flickr/0/image02340.jpg	102	66	132	132
55863	flickr/0/image02344.jpg	64	93	210	210
55864	flickr/0/image02345.jpg	133	61	174	174
55865	flickr/0/image02346.jpg	191	61	179	179
55866	flickr/0/image02347.jpg	90	57	209	209
55867	flickr/0/image02351.jpg	188	54	156	156
55868	flickr/0/image02355.jpg	-156	724	2373	2373
55870	flickr/0/image02375.jpg	115	137	119	119
55871	flickr/0/image02376.jpg	534	122	237	237
55872	flickr/0/image02378.jpg	117	117	64	64
55873	flickr/0/image02379.jpg	144	67	68	68
55874	flickr/0/image02381.jpg	857	127	239	239
55875	flickr/0/image02384.jpg	339	70	451	451
55876	flickr/0/image02387.jpg	258	291	360	360
55877	flickr/0/image02403.jpg	72	51	232	232
55878	flickr/0/image02408.jpg	242	703	832	832
55879	flickr/0/image02409.jpg	143	61	112	112
55880	flickr/0/image02415.jpg	212	95	171	171
55881	flickr/0/image02421.jpg	1096	-50	774	774
55882	flickr/0/image02422.jpg	67	104	147	147
55883	flickr/0/image02423.jpg	12	74	285	285
55884	flickr/0/image02424.jpg	80	69	217	217
55885	flickr/0/image02426.jpg	890	345	404	404
55887	flickr/0/image02434.jpg	89	95	185	185
55888	flickr/0/image02453.jpg	78	132	236	236
55889	flickr/0/image02455.jpg	136	23	170	170
55890	flickr/0/image02464.jpg	251	152	436	436
55891	flickr/0/image02474.jpg	318	-77	740	740
55892	flickr/0/image02479.jpg	243	188	406	406
55893	flickr/0/image02482.jpg	57	143	231	231
55894	flickr/0/image02488.jpg	-4	241	562	562
55895	flickr/0/image02490.jpg	85	54	47	47
55896	flickr/0/image02490.jpg	128	86	45	45
55897	flickr/0/image02494.jpg	345	81	159	159
55898	flickr/0/image02517.jpg	168	163	141	141
55899	flickr/0/image02518.jpg	109	26	91	91
55901	flickr/0/image02530.jpg	593	615	752	752
55902	flickr/0/image02536.jpg	85	150	216	216
55903	flickr/0/image02544.jpg	156	74	151	151
55904	flickr/0/image02545.jpg	95	154	609	609
55905	flickr/0/image02548.jpg	113	54	94	94
55906	flickr/0/image02550.jpg	137	75	94	94
55907	flickr/0/image02559.jpg	390	223	295	295
55908	flickr/0/image02562.jpg	275	230	115	115
55909	flickr/0/image02565.jpg	246	212	160	160
55910	flickr/0/image02581.jpg	199	-26	812	812
55911	flickr/0/image02605.jpg	-22	87	384	384
55912	flickr/0/image02614.jpg	191	204	257	257
55913	flickr/0/image02618.jpg	62	-40	336	336
55914	flickr/0/image02630.jpg	234	162	228	228
55915	flickr/0/image02636.jpg	125	46	84	84
55916	flickr/0/image02637.jpg	125	53	98	98
55917	flickr/0/image02639.jpg	204	76	177	177
55919	flickr/0/image02653.jpg	109	9	345	345
55920	flickr/0/image02663.jpg	51	121	261	261
55921	flickr/0/image02664.jpg	-17	24	316	316
55922	flickr/0/image02673.jpg	-13	80	354	354
55923	flickr/0/image02686.jpg	26	53	110	110
55924	flickr/0/image02688.jpg	135	55	234	234
55925	flickr/0/image02689.jpg	243	344	90	90
55926	flickr/0/image02691.jpg	174	-17	449	449
55927	flickr/0/image02695.jpg	43	18	277	277
55928	flickr/0/image02696.jpg	517	151	208	208
55929	flickr/0/image02698.jpg	163	70	150	150
55931	flickr/0/image02705.jpg	102	43	49	49
55932	flickr/0/image02711.jpg	-21	139	285	285
55933	flickr/0/image02726.jpg	111	94	153	153
55934	flickr/0/image02732.jpg	81	109	90	90
55935	flickr/0/image02739.jpg	473	121	161	161
55936	flickr/0/image02740.jpg	294	163	280	280
55937	flickr/0/image02747.jpg	90	80	130	130
55938	flickr/0/image02749.jpg	27	138	275	275
55939	flickr/0/image02759.jpg	212	1572	2789	2789
55940	flickr/0/image02763.jpg	52	114	70	70
55941	flickr/0/image02763.jpg	168	88	72	72
55942	flickr/0/image02764.jpg	114	52	60	60
55943	flickr/0/image02765.jpg	258	90	93	93
55944	flickr/0/image02781.jpg	158	68	113	113
55945	flickr/0/image02789.jpg	78	123	146	146
55946	flickr/0/image02790.jpg	151	88	49	49
55947	flickr/0/image02792.jpg	92	256	524	524
55948	flickr/0/image02795.jpg	786	1145	572	572
55949	flickr/0/image02795.jpg	1283	725	595	595
55950	flickr/0/image02796.jpg	132	105	93	93
55951	flickr/2/image02797.jpg	26	170	117	117
55953	flickr/2/image02797.jpg	364	134	97	97
55954	flickr/0/image02798.jpg	145	84	62	62
55955	flickr/0/image02801.jpg	520	766	426	426
55956	flickr/0/image02819.jpg	31	34	455	455
55957	flickr/0/image02820.jpg	115	38	312	312
55958	flickr/0/image02824.jpg	172	163	218	218
55959	flickr/0/image02826.jpg	260	28	248	248
55960	flickr/0/image02829.jpg	263	142	156	156
55961	flickr/0/image02831.jpg	71	244	80	80
55962	flickr/0/image02832.jpg	431	-49	2853	2853
55963	flickr/0/image02834.jpg	64	112	241	241
55964	flickr/0/image02836.jpg	77	133	156	156
55965	flickr/0/image02839.jpg	861	426	1774	1774
55966	flickr/0/image02840.jpg	89	83	147	147
55967	flickr/0/image02843.jpg	125	136	63	63
55968	flickr/0/image02845.jpg	177	192	78	78
55969	flickr/0/image02846.jpg	70	107	157	157
55970	flickr/0/image02849.jpg	165	94	168	168
55971	flickr/0/image02850.jpg	97	217	722	722
55972	flickr/0/image02851.jpg	245	144	237	237
55973	flickr/0/image02854.jpg	65	70	124	124
55974	flickr/0/image02856.jpg	135	86	108	108
55975	flickr/0/image02857.jpg	160	-107	842	842
55976	flickr/0/image02864.jpg	22	84	310	310
55977	flickr/0/image02869.jpg	199	362	661	661
55978	flickr/0/image02870.jpg	122	152	95	95
55979	flickr/0/image02871.jpg	120	133	197	197
55980	flickr/0/image02881.jpg	256	113	63	63
55981	flickr/0/image02886.jpg	29	1	294	294
55982	flickr/0/image02889.jpg	187	223	80	80
55983	flickr/0/image02889.jpg	206	359	95	95
55984	flickr/0/image02899.jpg	358	585	753	753
55985	flickr/0/image02924.jpg	16	7	201	201
55986	flickr/0/image02929.jpg	181	127	123	123
55987	flickr/0/image02931.jpg	-16	41	515	515
55988	flickr/0/image02938.jpg	631	598	518	518
55989	flickr/0/image02950.jpg	93	165	160	160
55990	flickr/0/image02951.jpg	170	120	203	203
55991	flickr/0/image02952.jpg	170	118	204	204
55992	flickr/0/image02953.jpg	253	134	179	179
55994	flickr/0/image02958.jpg	-1	90	452	452
55995	flickr/0/image02958.jpg	109	489	372	372
55996	flickr/0/image02969.jpg	213	5	183	183
55997	flickr/0/image02971.jpg	70	271	280	280
55998	flickr/0/image02977.jpg	1255	627	1380	1380
55999	flickr/0/image02982.jpg	41	409	253	253
56000	flickr/0/image02985.jpg	-3	47	309	309
56001	flickr/0/image02988.jpg	523	563	1316	1316
56002	flickr/0/image02989.jpg	1527	506	1226	1226
56004	flickr/0/image02998.jpg	198	345	973	973
56005	flickr/0/image03002.jpg	66	39	122	122
56006	flickr/0/image03004.jpg	150	88	154	154
56007	flickr/0/image03009.jpg	298	186	175	175
56008	flickr/0/image03011.jpg	722	130	141	141
56009	flickr/0/image03012.jpg	521	130	237	237
56010	flickr/0/image03013.jpg	159	189	178	178
56011	flickr/0/image03014.jpg	60	373	303	303
56012	flickr/0/image03015.jpg	267	213	211	211
56013	flickr/0/image03018.jpg	104	313	356	356
56014	flickr/0/image03019.jpg	2	125	267	267
56015	flickr/0/image03021.jpg	143	121	103	103
56016	flickr/0/image03026.jpg	89	99	97	97
56017	flickr/0/image03037.jpg	125	130	64	64
56018	flickr/0/image03043.jpg	198	83	180	180
56019	flickr/0/image03045.jpg	56	118	294	294
56020	flickr/0/image03047.jpg	118	73	105	105
56021	flickr/0/image03048.jpg	344	555	824	824
56022	flickr/0/image03054.jpg	132	134	238	238
56024	flickr/0/image03059.jpg	181	57	134	134
56025	flickr/0/image03071.jpg	61	106	175	175
56026	flickr/0/image03077.jpg	479	519	840	840
56027	flickr/0/image03079.jpg	139	59	458	458
56028	flickr/0/image03081.jpg	205	260	495	495
56029	flickr/0/image03082.jpg	408	776	1594	1594
56030	flickr/0/image03093.jpg	397	120	213	213
56031	flickr/0/image03103.jpg	18	370	336	336
56032	flickr/0/image03111.jpg	166	212	401	401
56033	flickr/0/image03116.jpg	275	252	67	67
56034	flickr/0/image03117.jpg	-86	130	796	796
56035	flickr/0/image03124.jpg	-205	165	1876	1876
56036	flickr/0/image03124.jpg	984	123	1831	1831
56037	flickr/0/image03128.jpg	1116	121	1869	1869
56038	flickr/0/image03129.jpg	33	210	724	724
56040	flickr/0/image03148.jpg	43	-22	626	626
56044	flickr/0/image03186.jpg	336	212	327	327
56045	flickr/0/image03190.jpg	425	305	431	431
56046	flickr/0/image03212.jpg	48	99	232	232
56047	flickr/0/image03216.jpg	36	81	236	236
56048	flickr/0/image03216.jpg	198	92	213	213
56049	flickr/0/image03217.jpg	-10	-3	394	394
56050	flickr/0/image03222.jpg	95	86	224	224
56051	flickr/0/image03233.jpg	176	50	197	197
56052	flickr/0/image03235.jpg	278	118	134	134
56053	flickr/0/image03236.jpg	-30	6	379	379
56054	flickr/0/image03238.jpg	207	87	116	116
56055	flickr/0/image03247.jpg	149	48	91	91
56056	flickr/0/image03247.jpg	277	96	85	85
56057	flickr/0/image03250.jpg	183	144	204	204
56058	flickr/0/image03264.jpg	71	175	120	120
56059	flickr/0/image03265.jpg	785	1075	1293	1293
56060	flickr/0/image03266.jpg	151	36	86	86
56061	flickr/0/image03270.jpg	112	46	96	96
56062	flickr/0/image03271.jpg	125	53	165	165
56063	flickr/0/image03281.jpg	75	56	110	110
56066	flickr/0/image03345.jpg	161	148	36	36
56067	flickr/0/image03324.jpg	90	92	45	45
56068	flickr/0/image03324.jpg	148	115	40	40
56069	flickr/0/image03324.jpg	225	94	43	43
56070	flickr/0/image03346.jpg	300	57	77	77
56071	flickr/0/image03349.jpg	289	68	67	67
56072	flickr/3/image03350.jpg	164	52	64	64
56078	flickr/0/image03360.jpg	111	174	68	68
56080	flickr/2/image03362.jpg	325	189	45	45
56081	flickr/0/image03364.jpg	174	58	49	49
56082	flickr/0/image03364.jpg	282	194	33	33
56083	flickr/0/image03372.jpg	115	190	79	79
56084	flickr/0/image03375.jpg	191	79	106	106
56085	flickr/0/image03376.jpg	200	98	111	111
56086	flickr/0/image03386.jpg	134	135	68	68
56087	flickr/0/image03390.jpg	140	136	42	42
56088	flickr/0/image03390.jpg	297	99	49	49
56089	flickr/0/image03391.jpg	131	146	49	49
56090	flickr/0/image03392.jpg	105	140	99	99
56091	flickr/0/image03400.jpg	126	145	63	63
56092	flickr/0/image03402.jpg	74	166	42	42
56093	flickr/0/image03402.jpg	205	163	43	43
56094	flickr/0/image03404.jpg	131	93	79	79
56095	flickr/0/image03407.jpg	91	108	107	107
56096	flickr/0/image03414.jpg	125	183	52	52
56097	flickr/0/image03414.jpg	145	163	62	62
56098	flickr/0/image03427.jpg	126	124	34	34
56099	flickr/0/image03427.jpg	286	118	46	46
56100	flickr/0/image03440.jpg	294	118	87	87
56101	flickr/0/image03442.jpg	153	130	132	132
56102	flickr/0/image03443.jpg	117	163	96	96
56103	flickr/0/image03444.jpg	167	149	79	79
56104	flickr/0/image03451.jpg	95	72	52	52
56105	flickr/0/image03451.jpg	228	159	36	36
56106	flickr/0/image03454.jpg	133	133	63	63
56108	flickr/0/image03459.jpg	153	135	56	56
56109	flickr/0/image03462.jpg	155	86	44	44
56110	flickr/0/image03462.jpg	313	79	50	50
56111	flickr/0/image03480.jpg	258	84	74	74
56112	flickr/0/image03482.jpg	200	115	76	76
56114	flickr/0/image03499.jpg	109	66	76	76
56116	flickr/0/image03506.jpg	86	187	116	116
56117	flickr/0/image03515.jpg	221	53	97	97
56118	flickr/0/image03532.jpg	136	147	88	88
56119	flickr/0/image03537.jpg	302	192	198	198
56120	flickr/0/image03543.jpg	259	118	131	131
56121	flickr/0/image03545.jpg	241	176	250	250
56122	flickr/0/image03548.jpg	116	138	114	114
56123	flickr/0/image03549.jpg	231	274	229	229
56124	flickr/0/image03551.jpg	381	148	141	141
56125	flickr/0/image03552.jpg	374	215	190	190
56126	flickr/0/image03558.jpg	77	96	107	107
56127	flickr/0/image03558.jpg	166	86	102	102
56128	flickr/2/image03559.jpg	48	167	289	289
56130	flickr/0/image03561.jpg	144	194	260	260
56131	flickr/0/image03561.jpg	248	122	245	245
56132	flickr/0/image03563.jpg	166	72	85	85
56133	flickr/0/image03568.jpg	287	124	211	211
56134	flickr/0/image03570.jpg	252	51	149	149
56135	flickr/0/image03572.jpg	104	164	184	184
56136	flickr/0/image03573.jpg	217	176	284	284
56137	flickr/0/image03575.jpg	301	58	222	222
56138	flickr/0/image03578.jpg	103	76	99	99
56139	flickr/0/image03580.jpg	265	337	252	252
56140	flickr/0/image03586.jpg	194	255	243	243
56141	flickr/0/image03588.jpg	437	167	263	263
56142	flickr/0/image03589.jpg	244	304	251	251
56143	flickr/0/image03589.jpg	527	223	282	282
56146	flickr/0/image03614.jpg	90	128	73	73
56147	flickr/0/image03614.jpg	178	88	75	75
56148	flickr/0/image03625.jpg	170	58	45	45
56149	flickr/0/image03626.jpg	194	36	45	45
56150	flickr/0/image03631.jpg	153	62	44	44
56151	flickr/0/image03633.jpg	170	273	526	526
56152	flickr/0/image03636.jpg	410	269	183	183
56153	flickr/0/image03637.jpg	330	282	346	346
56154	flickr/0/image03638.jpg	144	113	56	56
56155	flickr/0/image03639.jpg	155	111	40	40
56156	flickr/0/image03641.jpg	163	110	44	44
56158	flickr/0/image03651.jpg	98	174	125	125
56159	flickr/0/image03652.jpg	94	183	125	125
56160	flickr/0/image03653.jpg	96	175	137	137
56161	flickr/0/image03654.jpg	42	136	242	242
56162	flickr/0/image03655.jpg	64	113	196	196
56163	flickr/0/image03661.jpg	181	234	152	152
56164	flickr/0/image03662.jpg	124	121	108	108
56165	flickr/0/image03663.jpg	218	293	127	127
56166	flickr/0/image03665.jpg	319	100	83	83
56167	flickr/0/image03669.jpg	187	161	65	65
56168	flickr/0/image03670.jpg	274	191	144	144
56169	flickr/0/image03673.jpg	164	260	62	62
56170	flickr/0/image03675.jpg	154	121	103	103
